;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101
0;0.166062083768923;-1.770027;2.4515376;-1.6874524;3.6165235;0.671952;1.8664948;-0.5171487;-3.225906;-2.7775142;2.2450085;1.268946;-4.396832;2.4096282;2.4399364;-3.4593227;-0.28800693;0.6614458;0.9571198;-2.3642893;-1.6456399;-1.2890588;2.4051251;3.6059542;-2.92752;2.4011536;1.6599021;2.1847868;-1.1345217;0.3298265;-1.0700672;2.657218;-1.8857718;2.8921468;0.7949895;-1.0018259;1.955142;3.5279064;0.4127366;2.9736083;0.0993334;-3.0006988;-0.82425517;2.4666765;-2.232033;-0.94141823;-3.8364635;-0.5140863;0.5436571;2.1421373;-3.4800432;-0.050056025;2.9293988;-2.2002392;-0.75529116;-3.2968445;2.4083166;-1.3924189;-2.1656148;-0.05452543;2.9509935;-1.3734176;-0.6591785;1.3209125;-3.4424698;-1.48565;-1.5470871;-2.8394544;-0.73856086;-2.0619302;0.7122878;2.1233506;-0.6660663;0.10921239;-1.2594614;-2.5377533;-3.1347358;-2.5561936;-2.4392378;-2.568872;1.8396884;4.556159;-1.9747139;2.2856069;-1.0625565;1.0807359;1.6670939;2.3926008;-3.8768227;3.877607;2.606712;-1.2362518;-2.9500744;-2.4370282;-3.3410351;-1.21261;1.7268649;-1.526711;3.2561154;2.5005953;-2.1483006;75.7
1;0.166062083768923;-3.0262146;3.3290658;-2.245681;3.8760529;1.405968;2.9863837;-0.2879147;-3.3685346;-2.9093552;2.616583;2.0118937;-4.634431;3.7248735;2.3370318;-3.9189076;-0.105604075;-0.7993702;1.4263623;-3.095727;-1.9753555;-2.4329026;1.1696962;5.6022444;-3.2691;1.1574183;0.8498202;3.7028658;-2.9055564;0.72159266;-0.0011175419;3.3683817;-3.0730655;3.0042586;1.7933161;-2.3704803;2.8513532;4.3450575;2.6780887;3.6482284;0.80087405;-4.246648;0.3502803;3.4199462;-3.0226362;-1.3567692;-3.4238627;-0.6361232;-1.3254758;2.0747664;-4.7181597;0.3071807;3.4538612;-1.936905;-1.6230291;-3.898902;4.0069346;-2.5184076;-2.7720368;0.6850595;1.7590215;-1.5042135;-1.6034166;3.0813162;-3.9977422;-3.136662;-1.460639;-2.9213452;-0.9460619;-1.1910588;0.38320297;3.0261638;-2.0558448;0.4836018;-1.993398;-3.1093001;-4.648033;-3.8424861;-3.2102523;-2.1192126;2.6588757;5.5513678;-2.3387709;3.5972543;-1.4823934;1.4492879;0.8382876;1.2281326;-4.2111506;4.794757;2.903857;-0.2901236;-3.4686499;-1.5647712;-4.520796;-0.9908161;0.9281516;-2.6803415;3.4396677;1.7545199;-1.4984506;50.5
2;0.166062083768923;-2.7621388;3.7913828;-3.6494763;4.333453;1.3720617;2.5764577;0.69390815;-3.928359;-3.7040386;2.1615648;1.5248;-2.9385312;1.8436109;2.5543659;-2.533858;1.5586025;-1.8643394;2.3249295;-2.685856;-1.9222863;-2.086563;3.4121466;3.6521733;-2.7825494;-0.1655631;2.1809452;1.7752442;-1.8357;0.65419245;1.7526531;3.1575582;-2.0513556;2.3949032;3.2828662;-0.41928896;2.0520945;2.6326108;1.0393946;1.8621911;1.2949531;-2.1118305;-1.929649;3.885801;-5.5066953;-2.5232475;-2.9972923;-0.98304486;1.4208894;2.433963;-2.2185128;0.7600653;2.7485042;-2.730468;-1.0329702;-3.443564;2.6303976;-0.48896828;-5.0488462;0.6231654;3.2508514;-3.4063246;-2.0728126;2.4862409;-1.4625987;-0.7354249;-2.0970128;-0.9828385;-2.08591;-2.313161;-0.25252923;3.245961;-2.7277524;0.86314523;-0.16967632;-2.8472364;-2.4170678;-2.6988578;-1.0810791;-4.634797;1.142843;4.1346803;-2.1721137;3.790736;-1.9114347;0.12098207;1.9093397;3.1296906;-3.3971705;4.1364417;2.2365735;0.9782357;-2.5104952;-1.7632997;-4.212434;-1.6727769;3.0609374;0.024455026;3.5943809;4.413432;0.6374344;40.5
3;0.166062083768923;-2.4381936;2.659414;-1.8064506;3.5594456;1.4220774;2.4727771;-0.35128918;-4.0976973;-3.082694;2.2898314;1.2687645;-4.1227417;1.4041736;3.473679;-3.162585;0.10821426;0.10053023;1.5253605;-2.6377776;-1.2456447;-1.7680862;1.9889759;3.9895647;-2.2867172;1.9696732;1.112176;3.27221;-1.3890578;1.6547794;-0.818849;3.1068342;-2.2032232;1.9946238;1.275863;-1.4978628;2.559112;3.922011;1.0971267;3.9598403;1.2966559;-4.267971;-0.7742553;2.4458811;-3.101116;-1.6459435;-4.0030265;-0.738009;-0.0915942;2.718028;-4.104687;0.46728197;3.1801667;-2.5068753;-1.3157227;-3.04243;3.742536;-1.2755336;-2.5089302;0.85798365;2.374459;-0.6607258;-1.6785176;2.0788875;-3.769029;-1.2331864;-2.0804055;-2.0198567;-1.291811;-2.531925;0.2590226;2.3785822;-1.2150885;0.19687004;-1.0396786;-3.1805007;-3.4191294;-2.9585228;-1.663043;-3.1137908;2.0526965;4.7246237;-1.9704007;3.3714502;-1.3000444;1.2005801;1.8343207;1.8540832;-4.5899177;4.450158;2.5066073;-0.57887745;-3.6056287;-1.9506263;-3.616889;-1.3890747;2.0717146;-1.1276433;3.2500477;3.6405685;-2.1868987;47.2
4;0.166062083768923;-3.6693807;4.273285;-3.747515;4.2047725;1.9952538;3.2042406;1.1008738;-4.601164;-3.0667357;1.5380212;0.7013995;-4.5323153;0.6017109;3.9770107;-3.5386298;1.7877015;-1.9842154;1.8767577;-2.837606;-1.9435785;-2.7536035;4.003839;3.1563601;-3.1643674;0.57596004;2.6212497;2.592514;-0.24217728;1.0401782;1.0875652;2.1150117;-1.73566;3.4847414;3.1370862;-0.3677498;1.0349292;3.4822788;2.0980773;3.2602673;1.4502121;-3.0380735;-2.1193752;3.8977318;-4.8844934;-2.4314737;-4.2376714;-1.3693556;0.81139785;3.9939163;-3.4705045;0.5269912;3.030036;-3.054289;-0.824366;-3.5759933;2.8513484;-0.19701995;-4.574463;0.34984204;3.3594365;-2.8550065;-2.8972793;2.9943101;-2.9329462;-0.8276607;-2.290834;-1.2880387;-1.4111757;-3.2044768;-0.039602656;2.57737;-3.2856028;0.5563365;-0.07219602;-2.3300803;-3.5741467;-3.3204195;-1.3693534;-4.531114;1.2206928;5.8856196;-2.4790695;4.2231045;-2.5281901;0.5679013;2.6483562;2.821277;-4.088871;3.7792323;2.628036;1.3369511;-2.050793;-2.3883007;-3.462346;-1.5287173;3.8374922;-0.058121026;3.7798238;5.000897;0.2741602;49.5
5;0.166062083768923;-1.6292037;2.8256698;-1.7144425;3.816284;-0.185649;2.2513993;-0.48079905;-2.8040662;-2.518474;1.7710909;0.05219317;-3.3393025;1.481417;2.3154151;-3.5901759;0.7173375;0.8187804;-0.47510335;-1.1615424;-2.5707965;-1.4539125;1.6442646;2.0248194;-2.5335913;1.8162477;1.324522;2.1908035;0.20247667;2.1636603;-1.217342;2.067463;-1.1750075;2.2435286;0.7455147;-0.19792706;2.14118;3.3999846;0.41564274;2.5612166;-1.2717011;-3.370238;-0.76535237;2.4305341;-1.9400238;-1.7490869;-3.123992;0.82203424;0.09719106;1.6544323;-3.7935486;-0.4586578;2.0781665;-2.8455946;-0.5712527;-3.1969528;1.8105242;-0.47387496;-2.3368464;0.08873795;2.3646932;-1.1504788;-0.48481908;1.8433763;-3.2168536;-0.23011261;-1.366549;-2.720732;0.68203104;-1.2014804;1.8021921;2.9791887;-0.12913807;0.5895538;-0.12215586;-1.5885519;-2.459245;-2.5178254;-1.0250062;-2.1995428;0.999939;4.0577407;-2.350805;2.010659;-0.31518653;1.9218264;1.0677054;1.2604312;-3.4611204;2.7150664;1.6763538;-0.749717;-3.064107;-1.7248113;-2.2328904;-0.07164424;1.4969279;-0.9149944;2.9734333;3.0063844;-1.5764263;48.4
6;0.166062083768923;-1.6241139;2.822409;-1.7094353;3.8034577;-0.18378396;2.2526321;-0.48926532;-2.808987;-2.5127459;1.766128;0.057450976;-3.3437521;1.4871596;2.3149652;-3.597439;0.70919365;0.8150798;-0.47156355;-1.152054;-2.555579;-1.4419191;1.6523799;2.0349486;-2.5284898;1.8274361;1.3146498;2.1923978;0.19439597;2.1615002;-1.2190799;2.0704956;-1.1787187;2.2497377;0.73917764;-0.18898334;2.1438153;3.3960524;0.42211014;2.5621605;-1.2766879;-3.3812938;-0.7601018;2.4164705;-1.9318578;-1.7487191;-3.116029;0.8250294;0.095199004;1.6546075;-3.7902954;-0.4520866;2.0785913;-2.8560374;-0.56435853;-3.1908853;1.8158593;-0.47432306;-2.3351243;0.0869736;2.3522832;-1.1449459;-0.4865014;1.8382845;-3.2163272;-0.23542221;-1.3634175;-2.705133;0.67868346;-1.2063172;1.8084985;2.9823165;-0.12194486;0.5896036;-0.13399051;-1.5953304;-2.462325;-2.5106034;-1.0258207;-2.1853137;1.0089674;4.0606046;-2.3505087;2.0205278;-0.31173587;1.925631;1.0728166;1.2647288;-3.4607322;2.7127063;1.6792219;-0.74048704;-3.0530984;-1.7169143;-2.2293775;-0.067446746;1.4795179;-0.9053862;2.9619277;3.0067055;-1.582949;45.7
7;0.166062083768923;-2.036322;2.2836416;-1.7851074;3.7602954;1.8298835;1.0098449;-0.785827;-4.0124364;-3.5975213;3.4426155;1.4093672;-4.1296935;2.4158866;2.8246562;-3.8195753;-1.0011965;0.68217283;1.8940198;-3.4907546;-0.52578413;-1.8900943;2.1945477;5.2508073;-3.531552;3.0617626;0.4066642;4.3100657;-1.6780572;-0.01589502;-1.0238602;3.3717453;-2.7956672;2.410458;1.4197402;-1.3158866;2.755106;3.9055414;0.41838887;4.339609;0.7861519;-4.013397;-0.83192325;1.9228599;-1.803888;-0.18718156;-5.050061;-0.5544899;0.2597361;2.9150658;-4.262467;0.90549904;4.5970397;-3.348281;-1.8919015;-3.0344706;3.912151;-2.705053;-2.7785468;0.9838578;3.3814611;-1.565885;-1.337133;1.6101384;-4.0824656;-2.3548844;-2.0779262;-3.3723812;-1.4652504;-1.7184845;0.20425542;1.5477532;-0.49620786;-0.44156435;-1.7956336;-3.9865391;-4.2217636;-2.664106;-3.7050068;-2.361954;2.9936664;5.654841;-1.2920597;2.7712843;-1.0840241;-0.14990625;2.414929;2.4921515;-4.2281094;5.8922834;3.3089943;-1.4592925;-4.326738;-3.262107;-4.3737884;-2.4414423;1.1650496;-1.9862055;3.4680061;2.315851;-2.9422138;55.9
8;0.166062083768923;-2.4462304;2.2652638;-1.5680294;3.7316473;-0.89964575;1.8045896;-0.4887557;-3.467787;-3.7893674;2.367457;1.0802627;-2.6558223;1.7164257;1.0425415;-2.9298258;1.1578233;1.1117519;-0.5327131;0.33625045;-2.8019853;-1.6715991;1.1897655;3.506037;-2.409413;2.3326938;0.7725251;2.1547112;0.028189529;2.6464505;-0.6296867;2.5544503;-0.8306693;1.7134778;0.5369072;-0.6396387;1.4737444;1.6438104;0.35656944;3.0841157;-0.19518279;-2.5328906;-0.49908632;2.6176445;-2.1748857;-3.5396671;-3.2099736;0.5856375;-0.07898728;2.2033734;-3.1841311;-1.2998054;2.810532;-1.7147908;-1.8479874;-3.4820685;2.328564;-0.5308348;-1.300424;0.25876427;1.8196796;-0.8906026;-1.2980653;1.4941629;-2.717542;-1.0912074;-1.797849;-1.8824408;0.38029316;-1.8619206;2.5720124;3.361721;-1.7763952;2.9506474;-1.0308788;-0.4077147;-2.0353146;-1.5515344;-1.9110926;-2.2396843;0.3365914;3.228049;-3.090173;1.6297641;-1.7635732;2.4239824;0.97818756;1.2269484;-2.697487;2.4668655;0.43624678;-0.57718396;-2.044051;-0.5855996;-3.0119019;0.8615083;1.0995297;-1.8442466;1.9455113;2.5333526;-2.1654856;48.1
9;0.166062083768923;-3.1713355;4.066954;-3.283023;5.1603756;1.2245569;2.5365748;1.3040156;-2.789959;-3.398838;2.4906743;0.3482358;-5.2311482;1.0834316;3.8606687;-5.30621;1.2204558;-0.98411065;0.82413167;-3.2766192;-2.0482912;-2.910769;3.7194023;3.8265505;-3.6565723;1.8401897;2.3192728;3.0890903;0.22378257;1.504756;0.71765584;1.3735317;-1.1944462;3.5357385;2.5323343;-0.501299;1.4566134;4.303293;1.2676775;2.597095;0.35109955;-3.2551336;-2.431865;2.9417412;-3.6283026;-1.6412688;-4.738781;-0.69549114;1.8345131;3.893298;-4.2722907;-0.15545672;3.062879;-4.015985;-1.8951193;-3.9666395;2.6735048;-0.517442;-5.0132256;1.1355718;3.8577323;-2.646226;-2.0726674;2.1416917;-3.9059272;-0.905831;-3.407759;-2.6267304;-0.63733137;-3.0754457;0.26771936;2.74301;-2.2097807;-1.2293719;0.2130227;-3.0168848;-4.2287745;-3.5385416;-2.2188995;-3.6681724;1.6989115;6.700244;-1.6029062;2.2286263;-2.61078;0.7394392;2.7136505;3.2215374;-4.482479;4.794811;3.0764008;0.8446193;-2.8315966;-2.9747574;-3.4219704;-2.6778812;3.4483683;0.078000106;5.0139604;4.3195086;-1.5173239;49.7
